start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Chats_5
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,VolumeMinus_3
VolarProximal,VolarDistal,VolumePlus_3
VolarProximal,RadialProximal,Play_3
VolarProximal,RadialIntermediate,Pause_3
VolarProximal,RadialDistal,NextSong_3
VolarIntermediate,VolarProximal,CallReject_1
VolarIntermediate,VolarDistal,MuteMic_1
VolarIntermediate,RadialProximal,CallReply_1
VolarIntermediate,RadialIntermediate,CallAccept_1
VolarIntermediate,RadialDistal,CallingPerson_1
VolarDistal,VolarProximal,Radio_4
VolarDistal,VolarIntermediate,Instagram_4
VolarDistal,RadialProximal,Podcast_4
VolarDistal,RadialIntermediate,Spotify_4
VolarDistal,RadialDistal,Whatsapp_4
RadialProximal,VolarProximal,Reply_5
RadialProximal,VolarIntermediate,Keyboard_5
RadialProximal,VolarDistal,Send_5
RadialProximal,RadialIntermediate,SpeechToText_5
RadialProximal,RadialDistal,ContactList_5
RadialIntermediate,VolarProximal,Recenter_6
RadialIntermediate,VolarIntermediate,Search_6
RadialIntermediate,VolarDistal,Work_6
RadialIntermediate,RadialProximal,Destination_6
RadialIntermediate,RadialDistal,Home_6
RadialDistal,VolarProximal,CarSeatHeater_2
RadialDistal,VolarIntermediate,Air_2
RadialDistal,VolarDistal,AC_2
RadialDistal,RadialProximal,SteeringHeater_2
RadialDistal,RadialIntermediate,Heater_2
