start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Map_6
VolarProximal,VolarIntermediate,Whatsapp_4
VolarProximal,VolarDistal,Radio_4
VolarProximal,RadialProximal,Spotify_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Instagram_4
VolarIntermediate,VolarProximal,SpeechToText_5
VolarIntermediate,VolarDistal,Send_5
VolarIntermediate,RadialProximal,Keyboard_5
VolarIntermediate,RadialIntermediate,ContactList_5
VolarIntermediate,RadialDistal,Reply_5
VolarDistal,VolarProximal,NextSong_3
VolarDistal,VolarIntermediate,Play_3
VolarDistal,RadialProximal,VolumeMinus_3
VolarDistal,RadialIntermediate,Pause_3
VolarDistal,RadialDistal,VolumePlus_3
RadialProximal,VolarProximal,MuteMic_1
RadialProximal,VolarIntermediate,CallingPerson_1
RadialProximal,VolarDistal,CallAccept_1
RadialProximal,RadialIntermediate,CallReject_1
RadialProximal,RadialDistal,CallReply_1
RadialIntermediate,VolarProximal,AC_2
RadialIntermediate,VolarIntermediate,Air_2
RadialIntermediate,VolarDistal,Heater_2
RadialIntermediate,RadialProximal,CarSeatHeater_2
RadialIntermediate,RadialDistal,SteeringHeater_2
RadialDistal,VolarProximal,Destination_6
RadialDistal,VolarIntermediate,Work_6
RadialDistal,VolarDistal,Search_6
RadialDistal,RadialProximal,Recenter_6
RadialDistal,RadialIntermediate,Home_6
