start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Chats_5
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Whatsapp_4
VolarProximal,RadialProximal,Radio_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Instagram_4
VolarIntermediate,VolarProximal,Pause_3
VolarIntermediate,VolarDistal,VolumeMinus_3
VolarIntermediate,RadialProximal,NextSong_3
VolarIntermediate,RadialIntermediate,VolumePlus_3
VolarIntermediate,RadialDistal,Play_3
VolarDistal,VolarProximal,Send_5
VolarDistal,VolarIntermediate,Reply_5
VolarDistal,RadialProximal,Keyboard_5
VolarDistal,RadialIntermediate,SpeechToText_5
VolarDistal,RadialDistal,ContactList_5
RadialProximal,VolarProximal,AC_2
RadialProximal,VolarIntermediate,Heater_2
RadialProximal,VolarDistal,SteeringHeater_2
RadialProximal,RadialIntermediate,Air_2
RadialProximal,RadialDistal,CarSeatHeater_2
RadialIntermediate,VolarProximal,Home_6
RadialIntermediate,VolarIntermediate,Recenter_6
RadialIntermediate,VolarDistal,Destination_6
RadialIntermediate,RadialProximal,Search_6
RadialIntermediate,RadialDistal,Work_6
RadialDistal,VolarProximal,CallReject_1
RadialDistal,VolarIntermediate,CallReply_1
RadialDistal,VolarDistal,CallingPerson_1
RadialDistal,RadialProximal,CallAccept_1
RadialDistal,RadialIntermediate,MuteMic_1
