start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialProximal,RadialProximal,TI_Call_1
VolarDistal,VolarDistal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarProximal,VolarProximal,TI_Climate_2
RadialDistal,RadialIntermediate,Search_6
RadialDistal,RadialIntermediate,Destination_6
RadialDistal,RadialIntermediate,Home_6
RadialDistal,RadialIntermediate,Recenter_6
RadialDistal,RadialIntermediate,Work_6
RadialIntermediate,RadialDistal,Spotify_4
RadialIntermediate,RadialDistal,Whatsapp_4
RadialIntermediate,RadialDistal,Instagram_4
RadialIntermediate,RadialDistal,Radio_4
RadialIntermediate,RadialDistal,Podcast_4
RadialProximal,RadialDistal,CallReply_1
RadialProximal,RadialDistal,CallingPerson_1
RadialProximal,RadialDistal,MuteMic_1
RadialProximal,RadialDistal,CallReject_1
RadialProximal,RadialDistal,CallAccept_1
VolarDistal,RadialDistal,Send_5
VolarDistal,RadialDistal,ContactList_5
VolarDistal,RadialDistal,Reply_5
VolarDistal,RadialDistal,SpeechToText_5
VolarDistal,RadialDistal,Keyboard_5
VolarIntermediate,RadialDistal,VolumePlus_3
VolarIntermediate,RadialDistal,VolumeMinus_3
VolarIntermediate,RadialDistal,NextSong_3
VolarIntermediate,RadialDistal,Play_3
VolarIntermediate,RadialDistal,Pause_3
VolarProximal,RadialDistal,AC_2
VolarProximal,RadialDistal,Heater_2
VolarProximal,RadialDistal,CarSeatHeater_2
VolarProximal,RadialDistal,SteeringHeater_2
VolarProximal,RadialDistal,Air_2
