start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,Keyboard_5
VolarProximal,VolarDistal,ContactList_5
VolarProximal,RadialProximal,SpeechToText_5
VolarProximal,RadialIntermediate,Send_5
VolarProximal,RadialDistal,Reply_5
VolarIntermediate,VolarProximal,VolumePlus_3
VolarIntermediate,VolarDistal,NextSong_3
VolarIntermediate,RadialProximal,Pause_3
VolarIntermediate,RadialIntermediate,VolumeMinus_3
VolarIntermediate,RadialDistal,Play_3
VolarDistal,VolarProximal,Search_6
VolarDistal,VolarIntermediate,Recenter_6
VolarDistal,RadialProximal,Home_6
VolarDistal,RadialIntermediate,Work_6
VolarDistal,RadialDistal,Destination_6
RadialProximal,VolarProximal,Podcast_4
RadialProximal,VolarIntermediate,Whatsapp_4
RadialProximal,VolarDistal,Radio_4
RadialProximal,RadialIntermediate,Spotify_4
RadialProximal,RadialDistal,Instagram_4
RadialIntermediate,VolarProximal,MuteMic_1
RadialIntermediate,VolarIntermediate,CallAccept_1
RadialIntermediate,VolarDistal,CallingPerson_1
RadialIntermediate,RadialProximal,CallReject_1
RadialIntermediate,RadialDistal,CallReply_1
RadialDistal,VolarProximal,SteeringHeater_2
RadialDistal,VolarIntermediate,AC_2
RadialDistal,VolarDistal,Air_2
RadialDistal,RadialProximal,CarSeatHeater_2
RadialDistal,RadialIntermediate,Heater_2
