start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Climate_2
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Whatsapp_4
VolarProximal,VolarDistal,Podcast_4
VolarProximal,RadialProximal,Spotify_4
VolarProximal,RadialIntermediate,Instagram_4
VolarProximal,RadialDistal,Radio_4
VolarIntermediate,VolarProximal,VolumePlus_3
VolarIntermediate,VolarDistal,VolumeMinus_3
VolarIntermediate,RadialProximal,NextSong_3
VolarIntermediate,RadialIntermediate,Play_3
VolarIntermediate,RadialDistal,Pause_3
VolarDistal,VolarProximal,SteeringHeater_2
VolarDistal,VolarIntermediate,AC_2
VolarDistal,RadialProximal,Air_2
VolarDistal,RadialIntermediate,CarSeatHeater_2
VolarDistal,RadialDistal,Heater_2
RadialProximal,VolarProximal,Destination_6
RadialProximal,VolarIntermediate,Recenter_6
RadialProximal,VolarDistal,Work_6
RadialProximal,RadialIntermediate,Home_6
RadialProximal,RadialDistal,Search_6
RadialIntermediate,VolarProximal,Reply_5
RadialIntermediate,VolarIntermediate,Send_5
RadialIntermediate,VolarDistal,SpeechToText_5
RadialIntermediate,RadialProximal,ContactList_5
RadialIntermediate,RadialDistal,Keyboard_5
RadialDistal,VolarProximal,MuteMic_1
RadialDistal,VolarIntermediate,CallReject_1
RadialDistal,VolarDistal,CallReply_1
RadialDistal,RadialProximal,CallingPerson_1
RadialDistal,RadialIntermediate,CallAccept_1
