start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Radio_4
VolarProximal,VolarDistal,Podcast_4
VolarProximal,RadialProximal,Spotify_4
VolarProximal,RadialIntermediate,Instagram_4
VolarProximal,RadialDistal,Whatsapp_4
VolarIntermediate,VolarProximal,CallReply_1
VolarIntermediate,VolarDistal,CallReject_1
VolarIntermediate,RadialProximal,CallingPerson_1
VolarIntermediate,RadialIntermediate,CallAccept_1
VolarIntermediate,RadialDistal,MuteMic_1
VolarDistal,VolarProximal,Recenter_6
VolarDistal,VolarIntermediate,Work_6
VolarDistal,RadialProximal,Home_6
VolarDistal,RadialIntermediate,Search_6
VolarDistal,RadialDistal,Destination_6
RadialProximal,VolarProximal,VolumeMinus_3
RadialProximal,VolarIntermediate,Play_3
RadialProximal,VolarDistal,VolumePlus_3
RadialProximal,RadialIntermediate,NextSong_3
RadialProximal,RadialDistal,Pause_3
RadialIntermediate,VolarProximal,AC_2
RadialIntermediate,VolarIntermediate,CarSeatHeater_2
RadialIntermediate,VolarDistal,Air_2
RadialIntermediate,RadialProximal,Heater_2
RadialIntermediate,RadialDistal,SteeringHeater_2
RadialDistal,VolarProximal,Keyboard_5
RadialDistal,VolarIntermediate,Send_5
RadialDistal,VolarDistal,ContactList_5
RadialDistal,RadialProximal,SpeechToText_5
RadialDistal,RadialIntermediate,Reply_5
