start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,Keyboard_5
VolarProximal,VolarDistal,Reply_5
VolarProximal,RadialProximal,Send_5
VolarProximal,RadialIntermediate,SpeechToText_5
VolarProximal,RadialDistal,ContactList_5
VolarIntermediate,VolarProximal,Heater_2
VolarIntermediate,VolarDistal,Air_2
VolarIntermediate,RadialProximal,CarSeatHeater_2
VolarIntermediate,RadialIntermediate,SteeringHeater_2
VolarIntermediate,RadialDistal,AC_2
VolarDistal,VolarProximal,Destination_6
VolarDistal,VolarIntermediate,Search_6
VolarDistal,RadialProximal,Work_6
VolarDistal,RadialIntermediate,Home_6
VolarDistal,RadialDistal,Recenter_6
RadialProximal,VolarProximal,CallingPerson_1
RadialProximal,VolarIntermediate,MuteMic_1
RadialProximal,VolarDistal,CallAccept_1
RadialProximal,RadialIntermediate,CallReply_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,VolumePlus_3
RadialIntermediate,VolarIntermediate,NextSong_3
RadialIntermediate,VolarDistal,VolumeMinus_3
RadialIntermediate,RadialProximal,Play_3
RadialIntermediate,RadialDistal,Pause_3
RadialDistal,VolarProximal,Spotify_4
RadialDistal,VolarIntermediate,Instagram_4
RadialDistal,VolarDistal,Whatsapp_4
RadialDistal,RadialProximal,Radio_4
RadialDistal,RadialIntermediate,Podcast_4
