start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,SpeechToText_5
VolarProximal,VolarDistal,Keyboard_5
VolarProximal,RadialProximal,Reply_5
VolarProximal,RadialIntermediate,Send_5
VolarProximal,RadialDistal,ContactList_5
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,AC_2
VolarIntermediate,RadialProximal,Air_2
VolarIntermediate,RadialIntermediate,Heater_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarDistal,VolarProximal,Work_6
VolarDistal,VolarIntermediate,Destination_6
VolarDistal,RadialProximal,Home_6
VolarDistal,RadialIntermediate,Recenter_6
VolarDistal,RadialDistal,Search_6
RadialProximal,VolarProximal,CallReply_1
RadialProximal,VolarIntermediate,CallingPerson_1
RadialProximal,VolarDistal,CallAccept_1
RadialProximal,RadialIntermediate,MuteMic_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,VolumeMinus_3
RadialIntermediate,VolarIntermediate,Play_3
RadialIntermediate,VolarDistal,NextSong_3
RadialIntermediate,RadialProximal,VolumePlus_3
RadialIntermediate,RadialDistal,Pause_3
RadialDistal,VolarProximal,Whatsapp_4
RadialDistal,VolarIntermediate,Instagram_4
RadialDistal,VolarDistal,Spotify_4
RadialDistal,RadialProximal,Radio_4
RadialDistal,RadialIntermediate,Podcast_4
