start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Call_1
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Music_3
VolarProximal,VolarIntermediate,Whatsapp_4
VolarProximal,VolarDistal,Spotify_4
VolarProximal,RadialProximal,Instagram_4
VolarProximal,RadialIntermediate,Radio_4
VolarProximal,RadialDistal,Podcast_4
VolarIntermediate,VolarProximal,Search_6
VolarIntermediate,VolarDistal,Home_6
VolarIntermediate,RadialProximal,Recenter_6
VolarIntermediate,RadialIntermediate,Work_6
VolarIntermediate,RadialDistal,Destination_6
VolarDistal,VolarProximal,MuteMic_1
VolarDistal,VolarIntermediate,CallReply_1
VolarDistal,RadialProximal,CallingPerson_1
VolarDistal,RadialIntermediate,CallAccept_1
VolarDistal,RadialDistal,CallReject_1
RadialProximal,VolarProximal,CarSeatHeater_2
RadialProximal,VolarIntermediate,Heater_2
RadialProximal,VolarDistal,AC_2
RadialProximal,RadialIntermediate,Air_2
RadialProximal,RadialDistal,SteeringHeater_2
RadialIntermediate,VolarProximal,Keyboard_5
RadialIntermediate,VolarIntermediate,SpeechToText_5
RadialIntermediate,VolarDistal,Send_5
RadialIntermediate,RadialProximal,ContactList_5
RadialIntermediate,RadialDistal,Reply_5
RadialDistal,VolarProximal,Pause_3
RadialDistal,VolarIntermediate,Play_3
RadialDistal,VolarDistal,VolumeMinus_3
RadialDistal,RadialProximal,NextSong_3
RadialDistal,RadialIntermediate,VolumePlus_3
