start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,ContactList_5
VolarProximal,VolarDistal,SpeechToText_5
VolarProximal,RadialProximal,Send_5
VolarProximal,RadialIntermediate,Reply_5
VolarProximal,RadialDistal,Keyboard_5
VolarIntermediate,VolarProximal,CallReply_1
VolarIntermediate,VolarDistal,CallReject_1
VolarIntermediate,RadialProximal,CallingPerson_1
VolarIntermediate,RadialIntermediate,CallAccept_1
VolarIntermediate,RadialDistal,MuteMic_1
VolarDistal,VolarProximal,Play_3
VolarDistal,VolarIntermediate,VolumeMinus_3
VolarDistal,RadialProximal,VolumePlus_3
VolarDistal,RadialIntermediate,NextSong_3
VolarDistal,RadialDistal,Pause_3
RadialProximal,VolarProximal,AC_2
RadialProximal,VolarIntermediate,CarSeatHeater_2
RadialProximal,VolarDistal,Air_2
RadialProximal,RadialIntermediate,Heater_2
RadialProximal,RadialDistal,SteeringHeater_2
RadialIntermediate,VolarProximal,Destination_6
RadialIntermediate,VolarIntermediate,Work_6
RadialIntermediate,VolarDistal,Recenter_6
RadialIntermediate,RadialProximal,Search_6
RadialIntermediate,RadialDistal,Home_6
RadialDistal,VolarProximal,Instagram_4
RadialDistal,VolarIntermediate,Radio_4
RadialDistal,VolarDistal,Whatsapp_4
RadialDistal,RadialProximal,Spotify_4
RadialDistal,RadialIntermediate,Podcast_4
