start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Call_1
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Instagram_4
VolarProximal,VolarDistal,Podcast_4
VolarProximal,RadialProximal,Radio_4
VolarProximal,RadialIntermediate,Spotify_4
VolarProximal,RadialDistal,Whatsapp_4
VolarIntermediate,VolarProximal,AC_2
VolarIntermediate,VolarDistal,SteeringHeater_2
VolarIntermediate,RadialProximal,Air_2
VolarIntermediate,RadialIntermediate,Heater_2
VolarIntermediate,RadialDistal,CarSeatHeater_2
VolarDistal,VolarProximal,CallReply_1
VolarDistal,VolarIntermediate,CallAccept_1
VolarDistal,RadialProximal,CallingPerson_1
VolarDistal,RadialIntermediate,MuteMic_1
VolarDistal,RadialDistal,CallReject_1
RadialProximal,VolarProximal,Search_6
RadialProximal,VolarIntermediate,Destination_6
RadialProximal,VolarDistal,Home_6
RadialProximal,RadialIntermediate,Recenter_6
RadialProximal,RadialDistal,Work_6
RadialIntermediate,VolarProximal,Play_3
RadialIntermediate,VolarIntermediate,VolumeMinus_3
RadialIntermediate,VolarDistal,NextSong_3
RadialIntermediate,RadialProximal,Pause_3
RadialIntermediate,RadialDistal,VolumePlus_3
RadialDistal,VolarProximal,Keyboard_5
RadialDistal,VolarIntermediate,ContactList_5
RadialDistal,VolarDistal,Reply_5
RadialDistal,RadialProximal,Send_5
RadialDistal,RadialIntermediate,SpeechToText_5
