start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Radio_4
VolarProximal,RadialProximal,Whatsapp_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Instagram_4
VolarIntermediate,VolarProximal,VolumePlus_3
VolarIntermediate,VolarDistal,Pause_3
VolarIntermediate,RadialProximal,VolumeMinus_3
VolarIntermediate,RadialIntermediate,NextSong_3
VolarIntermediate,RadialDistal,Play_3
VolarDistal,VolarProximal,Destination_6
VolarDistal,VolarIntermediate,Search_6
VolarDistal,RadialProximal,Recenter_6
VolarDistal,RadialIntermediate,Work_6
VolarDistal,RadialDistal,Home_6
RadialProximal,VolarProximal,MuteMic_1
RadialProximal,VolarIntermediate,CallReply_1
RadialProximal,VolarDistal,CallingPerson_1
RadialProximal,RadialIntermediate,CallAccept_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,Keyboard_5
RadialIntermediate,VolarIntermediate,SpeechToText_5
RadialIntermediate,VolarDistal,Reply_5
RadialIntermediate,RadialProximal,Send_5
RadialIntermediate,RadialDistal,ContactList_5
RadialDistal,VolarProximal,CarSeatHeater_2
RadialDistal,VolarIntermediate,Heater_2
RadialDistal,VolarDistal,AC_2
RadialDistal,RadialProximal,SteeringHeater_2
RadialDistal,RadialIntermediate,Air_2
