start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Chats_5
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,Whatsapp_4
VolarProximal,VolarDistal,Instagram_4
VolarProximal,RadialProximal,Spotify_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Radio_4
VolarIntermediate,VolarProximal,CallReply_1
VolarIntermediate,VolarDistal,CallAccept_1
VolarIntermediate,RadialProximal,CallReject_1
VolarIntermediate,RadialIntermediate,CallingPerson_1
VolarIntermediate,RadialDistal,MuteMic_1
VolarDistal,VolarProximal,Pause_3
VolarDistal,VolarIntermediate,VolumePlus_3
VolarDistal,RadialProximal,NextSong_3
VolarDistal,RadialIntermediate,Play_3
VolarDistal,RadialDistal,VolumeMinus_3
RadialProximal,VolarProximal,Keyboard_5
RadialProximal,VolarIntermediate,SpeechToText_5
RadialProximal,VolarDistal,ContactList_5
RadialProximal,RadialIntermediate,Reply_5
RadialProximal,RadialDistal,Send_5
RadialIntermediate,VolarProximal,Search_6
RadialIntermediate,VolarIntermediate,Destination_6
RadialIntermediate,VolarDistal,Work_6
RadialIntermediate,RadialProximal,Recenter_6
RadialIntermediate,RadialDistal,Home_6
RadialDistal,VolarProximal,Heater_2
RadialDistal,VolarIntermediate,Air_2
RadialDistal,VolarDistal,AC_2
RadialDistal,RadialProximal,CarSeatHeater_2
RadialDistal,RadialIntermediate,SteeringHeater_2
