start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Climate_2
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,CallAccept_1
VolarProximal,VolarDistal,CallReject_1
VolarProximal,RadialProximal,CallReply_1
VolarProximal,RadialIntermediate,MuteMic_1
VolarProximal,RadialDistal,CallingPerson_1
VolarIntermediate,VolarProximal,SpeechToText_5
VolarIntermediate,VolarDistal,Reply_5
VolarIntermediate,RadialProximal,Keyboard_5
VolarIntermediate,RadialIntermediate,Send_5
VolarIntermediate,RadialDistal,ContactList_5
VolarDistal,VolarProximal,CarSeatHeater_2
VolarDistal,VolarIntermediate,AC_2
VolarDistal,RadialProximal,SteeringHeater_2
VolarDistal,RadialIntermediate,Heater_2
VolarDistal,RadialDistal,Air_2
RadialProximal,VolarProximal,Play_3
RadialProximal,VolarIntermediate,Pause_3
RadialProximal,VolarDistal,VolumePlus_3
RadialProximal,RadialIntermediate,VolumeMinus_3
RadialProximal,RadialDistal,NextSong_3
RadialIntermediate,VolarProximal,Destination_6
RadialIntermediate,VolarIntermediate,Work_6
RadialIntermediate,VolarDistal,Home_6
RadialIntermediate,RadialProximal,Search_6
RadialIntermediate,RadialDistal,Recenter_6
RadialDistal,VolarProximal,Whatsapp_4
RadialDistal,VolarIntermediate,Spotify_4
RadialDistal,VolarDistal,Radio_4
RadialDistal,RadialProximal,Podcast_4
RadialDistal,RadialIntermediate,Instagram_4
