start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Podcast_4
VolarProximal,RadialProximal,Radio_4
VolarProximal,RadialIntermediate,Instagram_4
VolarProximal,RadialDistal,Whatsapp_4
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,AC_2
VolarIntermediate,RadialProximal,Air_2
VolarIntermediate,RadialIntermediate,SteeringHeater_2
VolarIntermediate,RadialDistal,Heater_2
VolarDistal,VolarProximal,Home_6
VolarDistal,VolarIntermediate,Destination_6
VolarDistal,RadialProximal,Recenter_6
VolarDistal,RadialIntermediate,Search_6
VolarDistal,RadialDistal,Work_6
RadialProximal,VolarProximal,CallReject_1
RadialProximal,VolarIntermediate,MuteMic_1
RadialProximal,VolarDistal,CallAccept_1
RadialProximal,RadialIntermediate,CallReply_1
RadialProximal,RadialDistal,CallingPerson_1
RadialIntermediate,VolarProximal,Pause_3
RadialIntermediate,VolarIntermediate,NextSong_3
RadialIntermediate,VolarDistal,VolumeMinus_3
RadialIntermediate,RadialProximal,VolumePlus_3
RadialIntermediate,RadialDistal,Play_3
RadialDistal,VolarProximal,Send_5
RadialDistal,VolarIntermediate,SpeechToText_5
RadialDistal,VolarDistal,Keyboard_5
RadialDistal,RadialProximal,ContactList_5
RadialDistal,RadialIntermediate,Reply_5
