start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Chats_5
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,VolumePlus_3
VolarProximal,VolarDistal,Play_3
VolarProximal,RadialProximal,NextSong_3
VolarProximal,RadialIntermediate,VolumeMinus_3
VolarProximal,RadialDistal,Pause_3
VolarIntermediate,VolarProximal,Recenter_6
VolarIntermediate,VolarDistal,Home_6
VolarIntermediate,RadialProximal,Search_6
VolarIntermediate,RadialIntermediate,Work_6
VolarIntermediate,RadialDistal,Destination_6
VolarDistal,VolarProximal,Radio_4
VolarDistal,VolarIntermediate,Instagram_4
VolarDistal,RadialProximal,Whatsapp_4
VolarDistal,RadialIntermediate,Spotify_4
VolarDistal,RadialDistal,Podcast_4
RadialProximal,VolarProximal,ContactList_5
RadialProximal,VolarIntermediate,Send_5
RadialProximal,VolarDistal,Keyboard_5
RadialProximal,RadialIntermediate,SpeechToText_5
RadialProximal,RadialDistal,Reply_5
RadialIntermediate,VolarProximal,CarSeatHeater_2
RadialIntermediate,VolarIntermediate,Air_2
RadialIntermediate,VolarDistal,Heater_2
RadialIntermediate,RadialProximal,SteeringHeater_2
RadialIntermediate,RadialDistal,AC_2
RadialDistal,VolarProximal,MuteMic_1
RadialDistal,VolarIntermediate,CallReply_1
RadialDistal,VolarDistal,CallingPerson_1
RadialDistal,RadialProximal,CallReject_1
RadialDistal,RadialIntermediate,CallAccept_1
