start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Climate_2
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Air_2
VolarProximal,VolarDistal,CarSeatHeater_2
VolarProximal,RadialProximal,SteeringHeater_2
VolarProximal,RadialIntermediate,AC_2
VolarProximal,RadialDistal,Heater_2
VolarIntermediate,VolarProximal,ContactList_5
VolarIntermediate,VolarDistal,SpeechToText_5
VolarIntermediate,RadialProximal,Keyboard_5
VolarIntermediate,RadialIntermediate,Reply_5
VolarIntermediate,RadialDistal,Send_5
VolarDistal,VolarProximal,Pause_3
VolarDistal,VolarIntermediate,Play_3
VolarDistal,RadialProximal,VolumeMinus_3
VolarDistal,RadialIntermediate,VolumePlus_3
VolarDistal,RadialDistal,NextSong_3
RadialProximal,VolarProximal,Destination_6
RadialProximal,VolarIntermediate,Home_6
RadialProximal,VolarDistal,Recenter_6
RadialProximal,RadialIntermediate,Search_6
RadialProximal,RadialDistal,Work_6
RadialIntermediate,VolarProximal,Instagram_4
RadialIntermediate,VolarIntermediate,Whatsapp_4
RadialIntermediate,VolarDistal,Radio_4
RadialIntermediate,RadialProximal,Spotify_4
RadialIntermediate,RadialDistal,Podcast_4
RadialDistal,VolarProximal,MuteMic_1
RadialDistal,VolarIntermediate,CallAccept_1
RadialDistal,VolarDistal,CallReply_1
RadialDistal,RadialProximal,CallReject_1
RadialDistal,RadialIntermediate,CallingPerson_1
