start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Climate_2
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,SpeechToText_5
VolarProximal,VolarDistal,Reply_5
VolarProximal,RadialProximal,ContactList_5
VolarProximal,RadialIntermediate,Send_5
VolarProximal,RadialDistal,Keyboard_5
VolarIntermediate,VolarProximal,Pause_3
VolarIntermediate,VolarDistal,VolumeMinus_3
VolarIntermediate,RadialProximal,NextSong_3
VolarIntermediate,RadialIntermediate,VolumePlus_3
VolarIntermediate,RadialDistal,Play_3
VolarDistal,VolarProximal,AC_2
VolarDistal,VolarIntermediate,Heater_2
VolarDistal,RadialProximal,SteeringHeater_2
VolarDistal,RadialIntermediate,CarSeatHeater_2
VolarDistal,RadialDistal,Air_2
RadialProximal,VolarProximal,Destination_6
RadialProximal,VolarIntermediate,Recenter_6
RadialProximal,VolarDistal,Search_6
RadialProximal,RadialIntermediate,Work_6
RadialProximal,RadialDistal,Home_6
RadialIntermediate,VolarProximal,Whatsapp_4
RadialIntermediate,VolarIntermediate,Instagram_4
RadialIntermediate,VolarDistal,Spotify_4
RadialIntermediate,RadialProximal,Podcast_4
RadialIntermediate,RadialDistal,Radio_4
RadialDistal,VolarProximal,MuteMic_1
RadialDistal,VolarIntermediate,CallAccept_1
RadialDistal,VolarDistal,CallingPerson_1
RadialDistal,RadialProximal,CallReply_1
RadialDistal,RadialIntermediate,CallReject_1
