start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Chats_5
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Music_3
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Instagram_4
VolarProximal,RadialProximal,Radio_4
VolarProximal,RadialIntermediate,Whatsapp_4
VolarProximal,RadialDistal,Podcast_4
VolarIntermediate,VolarProximal,CallReject_1
VolarIntermediate,VolarDistal,CallAccept_1
VolarIntermediate,RadialProximal,MuteMic_1
VolarIntermediate,RadialIntermediate,CallReply_1
VolarIntermediate,RadialDistal,CallingPerson_1
VolarDistal,VolarProximal,ContactList_5
VolarDistal,VolarIntermediate,SpeechToText_5
VolarDistal,RadialProximal,Reply_5
VolarDistal,RadialIntermediate,Keyboard_5
VolarDistal,RadialDistal,Send_5
RadialProximal,VolarProximal,Search_6
RadialProximal,VolarIntermediate,Recenter_6
RadialProximal,VolarDistal,Destination_6
RadialProximal,RadialIntermediate,Work_6
RadialProximal,RadialDistal,Home_6
RadialIntermediate,VolarProximal,SteeringHeater_2
RadialIntermediate,VolarIntermediate,Heater_2
RadialIntermediate,VolarDistal,CarSeatHeater_2
RadialIntermediate,RadialProximal,AC_2
RadialIntermediate,RadialDistal,Air_2
RadialDistal,VolarProximal,NextSong_3
RadialDistal,VolarIntermediate,VolumeMinus_3
RadialDistal,VolarDistal,Play_3
RadialDistal,RadialProximal,Pause_3
RadialDistal,RadialIntermediate,VolumePlus_3
