start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Call_1
VolarDistal,VolarDistal,TI_Chats_5
RadialProximal,RadialProximal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,Play_3
VolarProximal,VolarDistal,Pause_3
VolarProximal,RadialProximal,VolumeMinus_3
VolarProximal,RadialIntermediate,VolumePlus_3
VolarProximal,RadialDistal,NextSong_3
VolarIntermediate,VolarProximal,CallingPerson_1
VolarIntermediate,VolarDistal,CallAccept_1
VolarIntermediate,RadialProximal,CallReject_1
VolarIntermediate,RadialIntermediate,MuteMic_1
VolarIntermediate,RadialDistal,CallReply_1
VolarDistal,VolarProximal,SpeechToText_5
VolarDistal,VolarIntermediate,Reply_5
VolarDistal,RadialProximal,Send_5
VolarDistal,RadialIntermediate,Keyboard_5
VolarDistal,RadialDistal,ContactList_5
RadialProximal,VolarProximal,Radio_4
RadialProximal,VolarIntermediate,Spotify_4
RadialProximal,VolarDistal,Instagram_4
RadialProximal,RadialIntermediate,Podcast_4
RadialProximal,RadialDistal,Whatsapp_4
RadialIntermediate,VolarProximal,Recenter_6
RadialIntermediate,VolarIntermediate,Home_6
RadialIntermediate,VolarDistal,Search_6
RadialIntermediate,RadialProximal,Work_6
RadialIntermediate,RadialDistal,Destination_6
RadialDistal,VolarProximal,Air_2
RadialDistal,VolarIntermediate,Heater_2
RadialDistal,VolarDistal,SteeringHeater_2
RadialDistal,RadialProximal,CarSeatHeater_2
RadialDistal,RadialIntermediate,AC_2
