start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialProximal,RadialProximal,TI_Call_1
VolarDistal,VolarDistal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarProximal,VolarProximal,TI_Music_3
RadialDistal,RadialIntermediate,Radio_4
RadialDistal,RadialIntermediate,Instagram_4
RadialDistal,RadialIntermediate,Spotify_4
RadialDistal,RadialIntermediate,Whatsapp_4
RadialDistal,RadialIntermediate,Podcast_4
RadialIntermediate,RadialDistal,CarSeatHeater_2
RadialIntermediate,RadialDistal,Heater_2
RadialIntermediate,RadialDistal,AC_2
RadialIntermediate,RadialDistal,SteeringHeater_2
RadialIntermediate,RadialDistal,Air_2
RadialProximal,RadialDistal,MuteMic_1
RadialProximal,RadialDistal,CallAccept_1
RadialProximal,RadialDistal,CallingPerson_1
RadialProximal,RadialDistal,CallReject_1
RadialProximal,RadialDistal,CallReply_1
VolarDistal,RadialDistal,ContactList_5
VolarDistal,RadialDistal,Reply_5
VolarDistal,RadialDistal,SpeechToText_5
VolarDistal,RadialDistal,Keyboard_5
VolarDistal,RadialDistal,Send_5
VolarIntermediate,RadialDistal,Search_6
VolarIntermediate,RadialDistal,Destination_6
VolarIntermediate,RadialDistal,Work_6
VolarIntermediate,RadialDistal,Recenter_6
VolarIntermediate,RadialDistal,Home_6
VolarProximal,RadialDistal,NextSong_3
VolarProximal,RadialDistal,Play_3
VolarProximal,RadialDistal,VolumeMinus_3
VolarProximal,RadialDistal,Pause_3
VolarProximal,RadialDistal,VolumePlus_3
