start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,NextSong_3
VolarProximal,VolarDistal,Pause_3
VolarProximal,RadialProximal,VolumePlus_3
VolarProximal,RadialIntermediate,VolumeMinus_3
VolarProximal,RadialDistal,Play_3
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,Heater_2
VolarIntermediate,RadialProximal,AC_2
VolarIntermediate,RadialIntermediate,Air_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarDistal,VolarProximal,Radio_4
VolarDistal,VolarIntermediate,Whatsapp_4
VolarDistal,RadialProximal,Instagram_4
VolarDistal,RadialIntermediate,Podcast_4
VolarDistal,RadialDistal,Spotify_4
RadialProximal,VolarProximal,MuteMic_1
RadialProximal,VolarIntermediate,CallAccept_1
RadialProximal,VolarDistal,CallingPerson_1
RadialProximal,RadialIntermediate,CallReply_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,Recenter_6
RadialIntermediate,VolarIntermediate,Work_6
RadialIntermediate,VolarDistal,Home_6
RadialIntermediate,RadialProximal,Destination_6
RadialIntermediate,RadialDistal,Search_6
RadialDistal,VolarProximal,Reply_5
RadialDistal,VolarIntermediate,Send_5
RadialDistal,VolarDistal,SpeechToText_5
RadialDistal,RadialProximal,ContactList_5
RadialDistal,RadialIntermediate,Keyboard_5
