start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Map_6
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Chats_5
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Home_6
VolarProximal,VolarDistal,Destination_6
VolarProximal,RadialProximal,Recenter_6
VolarProximal,RadialIntermediate,Work_6
VolarProximal,RadialDistal,Search_6
VolarIntermediate,VolarProximal,SteeringHeater_2
VolarIntermediate,VolarDistal,CarSeatHeater_2
VolarIntermediate,RadialProximal,AC_2
VolarIntermediate,RadialIntermediate,Heater_2
VolarIntermediate,RadialDistal,Air_2
VolarDistal,VolarProximal,Play_3
VolarDistal,VolarIntermediate,VolumeMinus_3
VolarDistal,RadialProximal,VolumePlus_3
VolarDistal,RadialIntermediate,NextSong_3
VolarDistal,RadialDistal,Pause_3
RadialProximal,VolarProximal,Reply_5
RadialProximal,VolarIntermediate,Keyboard_5
RadialProximal,VolarDistal,SpeechToText_5
RadialProximal,RadialIntermediate,ContactList_5
RadialProximal,RadialDistal,Send_5
RadialIntermediate,VolarProximal,Whatsapp_4
RadialIntermediate,VolarIntermediate,Podcast_4
RadialIntermediate,VolarDistal,Radio_4
RadialIntermediate,RadialProximal,Instagram_4
RadialIntermediate,RadialDistal,Spotify_4
RadialDistal,VolarProximal,CallingPerson_1
RadialDistal,VolarIntermediate,CallReply_1
RadialDistal,VolarDistal,CallReject_1
RadialDistal,RadialProximal,CallAccept_1
RadialDistal,RadialIntermediate,MuteMic_1
