start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Map_6
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Call_1
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Destination_6
VolarProximal,VolarDistal,Search_6
VolarProximal,RadialProximal,Work_6
VolarProximal,RadialIntermediate,Recenter_6
VolarProximal,RadialDistal,Home_6
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,Air_2
VolarIntermediate,RadialProximal,Heater_2
VolarIntermediate,RadialIntermediate,AC_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarDistal,VolarProximal,CallReject_1
VolarDistal,VolarIntermediate,MuteMic_1
VolarDistal,RadialProximal,CallingPerson_1
VolarDistal,RadialIntermediate,CallAccept_1
VolarDistal,RadialDistal,CallReply_1
RadialProximal,VolarProximal,Pause_3
RadialProximal,VolarIntermediate,VolumeMinus_3
RadialProximal,VolarDistal,NextSong_3
RadialProximal,RadialIntermediate,Play_3
RadialProximal,RadialDistal,VolumePlus_3
RadialIntermediate,VolarProximal,Radio_4
RadialIntermediate,VolarIntermediate,Whatsapp_4
RadialIntermediate,VolarDistal,Instagram_4
RadialIntermediate,RadialProximal,Podcast_4
RadialIntermediate,RadialDistal,Spotify_4
RadialDistal,VolarProximal,Keyboard_5
RadialDistal,VolarIntermediate,Send_5
RadialDistal,VolarDistal,SpeechToText_5
RadialDistal,RadialProximal,ContactList_5
RadialDistal,RadialIntermediate,Reply_5
