start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Map_6
VolarProximal,VolarIntermediate,VolumePlus_3
VolarProximal,VolarDistal,NextSong_3
VolarProximal,RadialProximal,Pause_3
VolarProximal,RadialIntermediate,VolumeMinus_3
VolarProximal,RadialDistal,Play_3
VolarIntermediate,VolarProximal,Heater_2
VolarIntermediate,VolarDistal,Air_2
VolarIntermediate,RadialProximal,SteeringHeater_2
VolarIntermediate,RadialIntermediate,CarSeatHeater_2
VolarIntermediate,RadialDistal,AC_2
VolarDistal,VolarProximal,Spotify_4
VolarDistal,VolarIntermediate,Whatsapp_4
VolarDistal,RadialProximal,Instagram_4
VolarDistal,RadialIntermediate,Radio_4
VolarDistal,RadialDistal,Podcast_4
RadialProximal,VolarProximal,CallingPerson_1
RadialProximal,VolarIntermediate,CallReply_1
RadialProximal,VolarDistal,MuteMic_1
RadialProximal,RadialIntermediate,CallAccept_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,Reply_5
RadialIntermediate,VolarIntermediate,Keyboard_5
RadialIntermediate,VolarDistal,SpeechToText_5
RadialIntermediate,RadialProximal,Send_5
RadialIntermediate,RadialDistal,ContactList_5
RadialDistal,VolarProximal,Home_6
RadialDistal,VolarIntermediate,Work_6
RadialDistal,VolarDistal,Recenter_6
RadialDistal,RadialProximal,Destination_6
RadialDistal,RadialIntermediate,Search_6
