start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Instagram_4
VolarProximal,VolarDistal,Radio_4
VolarProximal,RadialProximal,Spotify_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Whatsapp_4
VolarIntermediate,VolarProximal,Home_6
VolarIntermediate,VolarDistal,Recenter_6
VolarIntermediate,RadialProximal,Search_6
VolarIntermediate,RadialIntermediate,Work_6
VolarIntermediate,RadialDistal,Destination_6
VolarDistal,VolarProximal,VolumeMinus_3
VolarDistal,VolarIntermediate,Pause_3
VolarDistal,RadialProximal,Play_3
VolarDistal,RadialIntermediate,VolumePlus_3
VolarDistal,RadialDistal,NextSong_3
RadialProximal,VolarProximal,AC_2
RadialProximal,VolarIntermediate,CarSeatHeater_2
RadialProximal,VolarDistal,Heater_2
RadialProximal,RadialIntermediate,Air_2
RadialProximal,RadialDistal,SteeringHeater_2
RadialIntermediate,VolarProximal,ContactList_5
RadialIntermediate,VolarIntermediate,Keyboard_5
RadialIntermediate,VolarDistal,Send_5
RadialIntermediate,RadialProximal,Reply_5
RadialIntermediate,RadialDistal,SpeechToText_5
RadialDistal,VolarProximal,CallAccept_1
RadialDistal,VolarIntermediate,MuteMic_1
RadialDistal,VolarDistal,CallReply_1
RadialDistal,RadialProximal,CallingPerson_1
RadialDistal,RadialIntermediate,CallReject_1
