start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Chats_5
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Climate_2
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Whatsapp_4
VolarProximal,RadialProximal,Radio_4
VolarProximal,RadialIntermediate,Podcast_4
VolarProximal,RadialDistal,Instagram_4
VolarIntermediate,VolarProximal,Play_3
VolarIntermediate,VolarDistal,Pause_3
VolarIntermediate,RadialProximal,VolumePlus_3
VolarIntermediate,RadialIntermediate,VolumeMinus_3
VolarIntermediate,RadialDistal,NextSong_3
VolarDistal,VolarProximal,ContactList_5
VolarDistal,VolarIntermediate,SpeechToText_5
VolarDistal,RadialProximal,Reply_5
VolarDistal,RadialIntermediate,Keyboard_5
VolarDistal,RadialDistal,Send_5
RadialProximal,VolarProximal,CallReject_1
RadialProximal,VolarIntermediate,CallReply_1
RadialProximal,VolarDistal,MuteMic_1
RadialProximal,RadialIntermediate,CallingPerson_1
RadialProximal,RadialDistal,CallAccept_1
RadialIntermediate,VolarProximal,Search_6
RadialIntermediate,VolarIntermediate,Recenter_6
RadialIntermediate,VolarDistal,Home_6
RadialIntermediate,RadialProximal,Work_6
RadialIntermediate,RadialDistal,Destination_6
RadialDistal,VolarProximal,SteeringHeater_2
RadialDistal,VolarIntermediate,CarSeatHeater_2
RadialDistal,VolarDistal,AC_2
RadialDistal,RadialProximal,Heater_2
RadialDistal,RadialIntermediate,Air_2
