start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,VolumeMinus_3
VolarProximal,VolarDistal,Play_3
VolarProximal,RadialProximal,VolumePlus_3
VolarProximal,RadialIntermediate,NextSong_3
VolarProximal,RadialDistal,Pause_3
VolarIntermediate,VolarProximal,Keyboard_5
VolarIntermediate,VolarDistal,Send_5
VolarIntermediate,RadialProximal,ContactList_5
VolarIntermediate,RadialIntermediate,Reply_5
VolarIntermediate,RadialDistal,SpeechToText_5
VolarDistal,VolarProximal,Work_6
VolarDistal,VolarIntermediate,Home_6
VolarDistal,RadialProximal,Search_6
VolarDistal,RadialIntermediate,Recenter_6
VolarDistal,RadialDistal,Destination_6
RadialProximal,VolarProximal,Spotify_4
RadialProximal,VolarIntermediate,Whatsapp_4
RadialProximal,VolarDistal,Instagram_4
RadialProximal,RadialIntermediate,Podcast_4
RadialProximal,RadialDistal,Radio_4
RadialIntermediate,VolarProximal,AC_2
RadialIntermediate,VolarIntermediate,Heater_2
RadialIntermediate,VolarDistal,SteeringHeater_2
RadialIntermediate,RadialProximal,CarSeatHeater_2
RadialIntermediate,RadialDistal,Air_2
RadialDistal,VolarProximal,MuteMic_1
RadialDistal,VolarIntermediate,CallReject_1
RadialDistal,VolarDistal,CallReply_1
RadialDistal,RadialProximal,CallingPerson_1
RadialDistal,RadialIntermediate,CallAccept_1
