start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Music_3
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Call_1
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,VolumeMinus_3
VolarProximal,VolarDistal,VolumePlus_3
VolarProximal,RadialProximal,NextSong_3
VolarProximal,RadialIntermediate,Play_3
VolarProximal,RadialDistal,Pause_3
VolarIntermediate,VolarProximal,SpeechToText_5
VolarIntermediate,VolarDistal,Send_5
VolarIntermediate,RadialProximal,ContactList_5
VolarIntermediate,RadialIntermediate,Reply_5
VolarIntermediate,RadialDistal,Keyboard_5
VolarDistal,VolarProximal,CallAccept_1
VolarDistal,VolarIntermediate,CallReject_1
VolarDistal,RadialProximal,CallingPerson_1
VolarDistal,RadialIntermediate,MuteMic_1
VolarDistal,RadialDistal,CallReply_1
RadialProximal,VolarProximal,Heater_2
RadialProximal,VolarIntermediate,AC_2
RadialProximal,VolarDistal,Air_2
RadialProximal,RadialIntermediate,CarSeatHeater_2
RadialProximal,RadialDistal,SteeringHeater_2
RadialIntermediate,VolarProximal,Destination_6
RadialIntermediate,VolarIntermediate,Home_6
RadialIntermediate,VolarDistal,Work_6
RadialIntermediate,RadialProximal,Search_6
RadialIntermediate,RadialDistal,Recenter_6
RadialDistal,VolarProximal,Spotify_4
RadialDistal,VolarIntermediate,Instagram_4
RadialDistal,VolarDistal,Podcast_4
RadialDistal,RadialProximal,Radio_4
RadialDistal,RadialIntermediate,Whatsapp_4
