start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,CallReply_1
VolarProximal,VolarDistal,CallAccept_1
VolarProximal,RadialProximal,MuteMic_1
VolarProximal,RadialIntermediate,CallReject_1
VolarProximal,RadialDistal,CallingPerson_1
VolarIntermediate,VolarProximal,ContactList_5
VolarIntermediate,VolarDistal,Keyboard_5
VolarIntermediate,RadialProximal,SpeechToText_5
VolarIntermediate,RadialIntermediate,Reply_5
VolarIntermediate,RadialDistal,Send_5
VolarDistal,VolarProximal,Work_6
VolarDistal,VolarIntermediate,Search_6
VolarDistal,RadialProximal,Recenter_6
VolarDistal,RadialIntermediate,Destination_6
VolarDistal,RadialDistal,Home_6
RadialProximal,VolarProximal,Pause_3
RadialProximal,VolarIntermediate,Play_3
RadialProximal,VolarDistal,VolumeMinus_3
RadialProximal,RadialIntermediate,VolumePlus_3
RadialProximal,RadialDistal,NextSong_3
RadialIntermediate,VolarProximal,Air_2
RadialIntermediate,VolarIntermediate,SteeringHeater_2
RadialIntermediate,VolarDistal,AC_2
RadialIntermediate,RadialProximal,CarSeatHeater_2
RadialIntermediate,RadialDistal,Heater_2
RadialDistal,VolarProximal,Whatsapp_4
RadialDistal,VolarIntermediate,Spotify_4
RadialDistal,VolarDistal,Instagram_4
RadialDistal,RadialProximal,Podcast_4
RadialDistal,RadialIntermediate,Radio_4
