start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialProximal,RadialProximal,TI_Music_3
VolarDistal,VolarDistal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Apps_4
VolarProximal,VolarProximal,TI_Map_6
RadialDistal,RadialIntermediate,Air_2
RadialDistal,RadialIntermediate,Heater_2
RadialDistal,RadialIntermediate,AC_2
RadialDistal,RadialIntermediate,CarSeatHeater_2
RadialDistal,RadialIntermediate,SteeringHeater_2
RadialIntermediate,RadialDistal,CallingPerson_1
RadialIntermediate,RadialDistal,MuteMic_1
RadialIntermediate,RadialDistal,CallAccept_1
RadialIntermediate,RadialDistal,CallReply_1
RadialIntermediate,RadialDistal,CallReject_1
RadialProximal,RadialDistal,Play_3
RadialProximal,RadialDistal,Pause_3
RadialProximal,RadialDistal,VolumePlus_3
RadialProximal,RadialDistal,VolumeMinus_3
RadialProximal,RadialDistal,NextSong_3
VolarDistal,RadialDistal,Send_5
VolarDistal,RadialDistal,Keyboard_5
VolarDistal,RadialDistal,SpeechToText_5
VolarDistal,RadialDistal,ContactList_5
VolarDistal,RadialDistal,Reply_5
VolarIntermediate,RadialDistal,Spotify_4
VolarIntermediate,RadialDistal,Instagram_4
VolarIntermediate,RadialDistal,Radio_4
VolarIntermediate,RadialDistal,Whatsapp_4
VolarIntermediate,RadialDistal,Podcast_4
VolarProximal,RadialDistal,Recenter_6
VolarProximal,RadialDistal,Home_6
VolarProximal,RadialDistal,Work_6
VolarProximal,RadialDistal,Destination_6
VolarProximal,RadialDistal,Search_6
