start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,ContactList_5
VolarProximal,VolarDistal,Reply_5
VolarProximal,RadialProximal,SpeechToText_5
VolarProximal,RadialIntermediate,Keyboard_5
VolarProximal,RadialDistal,Send_5
VolarIntermediate,VolarProximal,Air_2
VolarIntermediate,VolarDistal,AC_2
VolarIntermediate,RadialProximal,Heater_2
VolarIntermediate,RadialIntermediate,CarSeatHeater_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarDistal,VolarProximal,Play_3
VolarDistal,VolarIntermediate,VolumeMinus_3
VolarDistal,RadialProximal,Pause_3
VolarDistal,RadialIntermediate,VolumePlus_3
VolarDistal,RadialDistal,NextSong_3
RadialProximal,VolarProximal,Work_6
RadialProximal,VolarIntermediate,Recenter_6
RadialProximal,VolarDistal,Search_6
RadialProximal,RadialIntermediate,Destination_6
RadialProximal,RadialDistal,Home_6
RadialIntermediate,VolarProximal,CallReject_1
RadialIntermediate,VolarIntermediate,CallAccept_1
RadialIntermediate,VolarDistal,CallReply_1
RadialIntermediate,RadialProximal,MuteMic_1
RadialIntermediate,RadialDistal,CallingPerson_1
RadialDistal,VolarProximal,Whatsapp_4
RadialDistal,VolarIntermediate,Spotify_4
RadialDistal,VolarDistal,Instagram_4
RadialDistal,RadialProximal,Radio_4
RadialDistal,RadialIntermediate,Podcast_4
