start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Send_5
VolarProximal,VolarDistal,SpeechToText_5
VolarProximal,RadialProximal,ContactList_5
VolarProximal,RadialIntermediate,Reply_5
VolarProximal,RadialDistal,Keyboard_5
VolarIntermediate,VolarProximal,Work_6
VolarIntermediate,VolarDistal,Recenter_6
VolarIntermediate,RadialProximal,Destination_6
VolarIntermediate,RadialIntermediate,Home_6
VolarIntermediate,RadialDistal,Search_6
VolarDistal,VolarProximal,Spotify_4
VolarDistal,VolarIntermediate,Podcast_4
VolarDistal,RadialProximal,Whatsapp_4
VolarDistal,RadialIntermediate,Radio_4
VolarDistal,RadialDistal,Instagram_4
RadialProximal,VolarProximal,VolumePlus_3
RadialProximal,VolarIntermediate,NextSong_3
RadialProximal,VolarDistal,Play_3
RadialProximal,RadialIntermediate,VolumeMinus_3
RadialProximal,RadialDistal,Pause_3
RadialIntermediate,VolarProximal,CarSeatHeater_2
RadialIntermediate,VolarIntermediate,SteeringHeater_2
RadialIntermediate,VolarDistal,Heater_2
RadialIntermediate,RadialProximal,AC_2
RadialIntermediate,RadialDistal,Air_2
RadialDistal,VolarProximal,CallReply_1
RadialDistal,VolarIntermediate,CallingPerson_1
RadialDistal,VolarDistal,MuteMic_1
RadialDistal,RadialProximal,CallAccept_1
RadialDistal,RadialIntermediate,CallReject_1
