start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Chats_5
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Map_6
VolarProximal,VolarIntermediate,CallAccept_1
VolarProximal,VolarDistal,CallReply_1
VolarProximal,RadialProximal,CallingPerson_1
VolarProximal,RadialIntermediate,MuteMic_1
VolarProximal,RadialDistal,CallReject_1
VolarIntermediate,VolarProximal,SteeringHeater_2
VolarIntermediate,VolarDistal,Heater_2
VolarIntermediate,RadialProximal,CarSeatHeater_2
VolarIntermediate,RadialIntermediate,Air_2
VolarIntermediate,RadialDistal,AC_2
VolarDistal,VolarProximal,Podcast_4
VolarDistal,VolarIntermediate,Radio_4
VolarDistal,RadialProximal,Spotify_4
VolarDistal,RadialIntermediate,Whatsapp_4
VolarDistal,RadialDistal,Instagram_4
RadialProximal,VolarProximal,Keyboard_5
RadialProximal,VolarIntermediate,Send_5
RadialProximal,VolarDistal,ContactList_5
RadialProximal,RadialIntermediate,SpeechToText_5
RadialProximal,RadialDistal,Reply_5
RadialIntermediate,VolarProximal,Pause_3
RadialIntermediate,VolarIntermediate,NextSong_3
RadialIntermediate,VolarDistal,VolumePlus_3
RadialIntermediate,RadialProximal,Play_3
RadialIntermediate,RadialDistal,VolumeMinus_3
RadialDistal,VolarProximal,Home_6
RadialDistal,VolarIntermediate,Work_6
RadialDistal,VolarDistal,Recenter_6
RadialDistal,RadialProximal,Destination_6
RadialDistal,RadialIntermediate,Search_6
