start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Map_6
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Music_3
VolarProximal,VolarIntermediate,Spotify_4
VolarProximal,VolarDistal,Whatsapp_4
VolarProximal,RadialProximal,Podcast_4
VolarProximal,RadialIntermediate,Instagram_4
VolarProximal,RadialDistal,Radio_4
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,AC_2
VolarIntermediate,RadialProximal,Air_2
VolarIntermediate,RadialIntermediate,Heater_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarDistal,VolarProximal,Recenter_6
VolarDistal,VolarIntermediate,Home_6
VolarDistal,RadialProximal,Search_6
VolarDistal,RadialIntermediate,Destination_6
VolarDistal,RadialDistal,Work_6
RadialProximal,VolarProximal,CallReject_1
RadialProximal,VolarIntermediate,CallReply_1
RadialProximal,VolarDistal,CallingPerson_1
RadialProximal,RadialIntermediate,MuteMic_1
RadialProximal,RadialDistal,CallAccept_1
RadialIntermediate,VolarProximal,Send_5
RadialIntermediate,VolarIntermediate,Keyboard_5
RadialIntermediate,VolarDistal,Reply_5
RadialIntermediate,RadialProximal,ContactList_5
RadialIntermediate,RadialDistal,SpeechToText_5
RadialDistal,VolarProximal,Play_3
RadialDistal,VolarIntermediate,Pause_3
RadialDistal,VolarDistal,VolumeMinus_3
RadialDistal,RadialProximal,NextSong_3
RadialDistal,RadialIntermediate,VolumePlus_3
