start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Climate_2
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Radio_4
VolarProximal,VolarDistal,Spotify_4
VolarProximal,RadialProximal,Whatsapp_4
VolarProximal,RadialIntermediate,Instagram_4
VolarProximal,RadialDistal,Podcast_4
VolarIntermediate,VolarProximal,Work_6
VolarIntermediate,VolarDistal,Home_6
VolarIntermediate,RadialProximal,Search_6
VolarIntermediate,RadialIntermediate,Recenter_6
VolarIntermediate,RadialDistal,Destination_6
VolarDistal,VolarProximal,CarSeatHeater_2
VolarDistal,VolarIntermediate,Heater_2
VolarDistal,RadialProximal,AC_2
VolarDistal,RadialIntermediate,Air_2
VolarDistal,RadialDistal,SteeringHeater_2
RadialProximal,VolarProximal,Pause_3
RadialProximal,VolarIntermediate,VolumePlus_3
RadialProximal,VolarDistal,VolumeMinus_3
RadialProximal,RadialIntermediate,Play_3
RadialProximal,RadialDistal,NextSong_3
RadialIntermediate,VolarProximal,CallAccept_1
RadialIntermediate,VolarIntermediate,CallingPerson_1
RadialIntermediate,VolarDistal,MuteMic_1
RadialIntermediate,RadialProximal,CallReply_1
RadialIntermediate,RadialDistal,CallReject_1
RadialDistal,VolarProximal,ContactList_5
RadialDistal,VolarIntermediate,Send_5
RadialDistal,VolarDistal,Keyboard_5
RadialDistal,RadialProximal,Reply_5
RadialDistal,RadialIntermediate,SpeechToText_5
