start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Climate_2
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Chats_5
RadialProximal,RadialProximal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialDistal,RadialDistal,TI_Call_1
VolarProximal,VolarIntermediate,Heater_2
VolarProximal,VolarDistal,CarSeatHeater_2
VolarProximal,RadialProximal,SteeringHeater_2
VolarProximal,RadialIntermediate,Air_2
VolarProximal,RadialDistal,AC_2
VolarIntermediate,VolarProximal,Search_6
VolarIntermediate,VolarDistal,Work_6
VolarIntermediate,RadialProximal,Home_6
VolarIntermediate,RadialIntermediate,Recenter_6
VolarIntermediate,RadialDistal,Destination_6
VolarDistal,VolarProximal,SpeechToText_5
VolarDistal,VolarIntermediate,Keyboard_5
VolarDistal,RadialProximal,ContactList_5
VolarDistal,RadialIntermediate,Reply_5
VolarDistal,RadialDistal,Send_5
RadialProximal,VolarProximal,Pause_3
RadialProximal,VolarIntermediate,VolumePlus_3
RadialProximal,VolarDistal,VolumeMinus_3
RadialProximal,RadialIntermediate,NextSong_3
RadialProximal,RadialDistal,Play_3
RadialIntermediate,VolarProximal,Radio_4
RadialIntermediate,VolarIntermediate,Whatsapp_4
RadialIntermediate,VolarDistal,Instagram_4
RadialIntermediate,RadialProximal,Podcast_4
RadialIntermediate,RadialDistal,Spotify_4
RadialDistal,VolarProximal,CallAccept_1
RadialDistal,VolarIntermediate,CallReject_1
RadialDistal,VolarDistal,CallingPerson_1
RadialDistal,RadialProximal,MuteMic_1
RadialDistal,RadialIntermediate,CallReply_1
