start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialProximal,RadialProximal,TI_Climate_2
VolarDistal,VolarDistal,TI_Map_6
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarProximal,VolarProximal,TI_Apps_4
RadialDistal,RadialIntermediate,VolumePlus_3
RadialDistal,RadialIntermediate,Play_3
RadialDistal,RadialIntermediate,Pause_3
RadialDistal,RadialIntermediate,NextSong_3
RadialDistal,RadialIntermediate,VolumeMinus_3
RadialIntermediate,RadialDistal,CallReply_1
RadialIntermediate,RadialDistal,CallingPerson_1
RadialIntermediate,RadialDistal,CallAccept_1
RadialIntermediate,RadialDistal,MuteMic_1
RadialIntermediate,RadialDistal,CallReject_1
RadialProximal,RadialDistal,Air_2
RadialProximal,RadialDistal,CarSeatHeater_2
RadialProximal,RadialDistal,AC_2
RadialProximal,RadialDistal,Heater_2
RadialProximal,RadialDistal,SteeringHeater_2
VolarDistal,RadialDistal,Recenter_6
VolarDistal,RadialDistal,Search_6
VolarDistal,RadialDistal,Work_6
VolarDistal,RadialDistal,Destination_6
VolarDistal,RadialDistal,Home_6
VolarIntermediate,RadialDistal,Keyboard_5
VolarIntermediate,RadialDistal,Reply_5
VolarIntermediate,RadialDistal,Send_5
VolarIntermediate,RadialDistal,ContactList_5
VolarIntermediate,RadialDistal,SpeechToText_5
VolarProximal,RadialDistal,Instagram_4
VolarProximal,RadialDistal,Radio_4
VolarProximal,RadialDistal,Podcast_4
VolarProximal,RadialDistal,Whatsapp_4
VolarProximal,RadialDistal,Spotify_4
