start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Climate_2
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Map_6
VolarProximal,VolarIntermediate,Heater_2
VolarProximal,VolarDistal,SteeringHeater_2
VolarProximal,RadialProximal,AC_2
VolarProximal,RadialIntermediate,CarSeatHeater_2
VolarProximal,RadialDistal,Air_2
VolarIntermediate,VolarProximal,SpeechToText_5
VolarIntermediate,VolarDistal,Reply_5
VolarIntermediate,RadialProximal,Send_5
VolarIntermediate,RadialIntermediate,ContactList_5
VolarIntermediate,RadialDistal,Keyboard_5
VolarDistal,VolarProximal,VolumeMinus_3
VolarDistal,VolarIntermediate,Play_3
VolarDistal,RadialProximal,VolumePlus_3
VolarDistal,RadialIntermediate,Pause_3
VolarDistal,RadialDistal,NextSong_3
RadialProximal,VolarProximal,Whatsapp_4
RadialProximal,VolarIntermediate,Podcast_4
RadialProximal,VolarDistal,Spotify_4
RadialProximal,RadialIntermediate,Radio_4
RadialProximal,RadialDistal,Instagram_4
RadialIntermediate,VolarProximal,CallReject_1
RadialIntermediate,VolarIntermediate,CallingPerson_1
RadialIntermediate,VolarDistal,CallAccept_1
RadialIntermediate,RadialProximal,MuteMic_1
RadialIntermediate,RadialDistal,CallReply_1
RadialDistal,VolarProximal,Search_6
RadialDistal,VolarIntermediate,Work_6
RadialDistal,VolarDistal,Recenter_6
RadialDistal,RadialProximal,Home_6
RadialDistal,RadialIntermediate,Destination_6
