start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Music_3
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,CallReject_1
VolarProximal,VolarDistal,CallingPerson_1
VolarProximal,RadialProximal,CallAccept_1
VolarProximal,RadialIntermediate,MuteMic_1
VolarProximal,RadialDistal,CallReply_1
VolarIntermediate,VolarProximal,CarSeatHeater_2
VolarIntermediate,VolarDistal,Air_2
VolarIntermediate,RadialProximal,SteeringHeater_2
VolarIntermediate,RadialIntermediate,AC_2
VolarIntermediate,RadialDistal,Heater_2
VolarDistal,VolarProximal,Whatsapp_4
VolarDistal,VolarIntermediate,Radio_4
VolarDistal,RadialProximal,Spotify_4
VolarDistal,RadialIntermediate,Podcast_4
VolarDistal,RadialDistal,Instagram_4
RadialProximal,VolarProximal,Home_6
RadialProximal,VolarIntermediate,Work_6
RadialProximal,VolarDistal,Recenter_6
RadialProximal,RadialIntermediate,Search_6
RadialProximal,RadialDistal,Destination_6
RadialIntermediate,VolarProximal,Play_3
RadialIntermediate,VolarIntermediate,NextSong_3
RadialIntermediate,VolarDistal,VolumePlus_3
RadialIntermediate,RadialProximal,Pause_3
RadialIntermediate,RadialDistal,VolumeMinus_3
RadialDistal,VolarProximal,ContactList_5
RadialDistal,VolarIntermediate,Keyboard_5
RadialDistal,VolarDistal,SpeechToText_5
RadialDistal,RadialProximal,Send_5
RadialDistal,RadialIntermediate,Reply_5
