start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialDistal,RadialDistal,TI_Music_3
VolarProximal,VolarIntermediate,CallReply_1
VolarProximal,VolarDistal,CallReject_1
VolarProximal,RadialProximal,MuteMic_1
VolarProximal,RadialIntermediate,CallAccept_1
VolarProximal,RadialDistal,CallingPerson_1
VolarIntermediate,VolarProximal,ContactList_5
VolarIntermediate,VolarDistal,Keyboard_5
VolarIntermediate,RadialProximal,Reply_5
VolarIntermediate,RadialIntermediate,Send_5
VolarIntermediate,RadialDistal,SpeechToText_5
VolarDistal,VolarProximal,Instagram_4
VolarDistal,VolarIntermediate,Spotify_4
VolarDistal,RadialProximal,Podcast_4
VolarDistal,RadialIntermediate,Radio_4
VolarDistal,RadialDistal,Whatsapp_4
RadialProximal,VolarProximal,AC_2
RadialProximal,VolarIntermediate,CarSeatHeater_2
RadialProximal,VolarDistal,SteeringHeater_2
RadialProximal,RadialIntermediate,Air_2
RadialProximal,RadialDistal,Heater_2
RadialIntermediate,VolarProximal,Destination_6
RadialIntermediate,VolarIntermediate,Search_6
RadialIntermediate,VolarDistal,Home_6
RadialIntermediate,RadialProximal,Recenter_6
RadialIntermediate,RadialDistal,Work_6
RadialDistal,VolarProximal,VolumeMinus_3
RadialDistal,VolarIntermediate,VolumePlus_3
RadialDistal,VolarDistal,Pause_3
RadialDistal,RadialProximal,NextSong_3
RadialDistal,RadialIntermediate,Play_3
