start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialProximal,RadialProximal,TI_Music_3
VolarDistal,VolarDistal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarProximal,VolarProximal,TI_Chats_5
RadialDistal,RadialIntermediate,CallAccept_1
RadialDistal,RadialIntermediate,CallReply_1
RadialDistal,RadialIntermediate,MuteMic_1
RadialDistal,RadialIntermediate,CallReject_1
RadialDistal,RadialIntermediate,CallingPerson_1
RadialIntermediate,RadialDistal,Search_6
RadialIntermediate,RadialDistal,Work_6
RadialIntermediate,RadialDistal,Destination_6
RadialIntermediate,RadialDistal,Home_6
RadialIntermediate,RadialDistal,Recenter_6
RadialProximal,RadialDistal,Play_3
RadialProximal,RadialDistal,Pause_3
RadialProximal,RadialDistal,VolumeMinus_3
RadialProximal,RadialDistal,NextSong_3
RadialProximal,RadialDistal,VolumePlus_3
VolarDistal,RadialDistal,Spotify_4
VolarDistal,RadialDistal,Radio_4
VolarDistal,RadialDistal,Instagram_4
VolarDistal,RadialDistal,Whatsapp_4
VolarDistal,RadialDistal,Podcast_4
VolarIntermediate,RadialDistal,Heater_2
VolarIntermediate,RadialDistal,CarSeatHeater_2
VolarIntermediate,RadialDistal,Air_2
VolarIntermediate,RadialDistal,AC_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarProximal,RadialDistal,Send_5
VolarProximal,RadialDistal,Reply_5
VolarProximal,RadialDistal,SpeechToText_5
VolarProximal,RadialDistal,ContactList_5
VolarProximal,RadialDistal,Keyboard_5
