start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Map_6
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Apps_4
VolarProximal,VolarIntermediate,Send_5
VolarProximal,VolarDistal,Reply_5
VolarProximal,RadialProximal,SpeechToText_5
VolarProximal,RadialIntermediate,Keyboard_5
VolarProximal,RadialDistal,ContactList_5
VolarIntermediate,VolarProximal,SteeringHeater_2
VolarIntermediate,VolarDistal,CarSeatHeater_2
VolarIntermediate,RadialProximal,Air_2
VolarIntermediate,RadialIntermediate,AC_2
VolarIntermediate,RadialDistal,Heater_2
VolarDistal,VolarProximal,NextSong_3
VolarDistal,VolarIntermediate,VolumePlus_3
VolarDistal,RadialProximal,Play_3
VolarDistal,RadialIntermediate,VolumeMinus_3
VolarDistal,RadialDistal,Pause_3
RadialProximal,VolarProximal,Recenter_6
RadialProximal,VolarIntermediate,Search_6
RadialProximal,VolarDistal,Destination_6
RadialProximal,RadialIntermediate,Work_6
RadialProximal,RadialDistal,Home_6
RadialIntermediate,VolarProximal,CallAccept_1
RadialIntermediate,VolarIntermediate,CallReply_1
RadialIntermediate,VolarDistal,MuteMic_1
RadialIntermediate,RadialProximal,CallReject_1
RadialIntermediate,RadialDistal,CallingPerson_1
RadialDistal,VolarProximal,Spotify_4
RadialDistal,VolarIntermediate,Instagram_4
RadialDistal,VolarDistal,Podcast_4
RadialDistal,RadialProximal,Whatsapp_4
RadialDistal,RadialIntermediate,Radio_4
