start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Climate_2
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Chats_5
RadialDistal,RadialDistal,TI_Music_3
VolarProximal,VolarIntermediate,Instagram_4
VolarProximal,VolarDistal,Whatsapp_4
VolarProximal,RadialProximal,Podcast_4
VolarProximal,RadialIntermediate,Spotify_4
VolarProximal,RadialDistal,Radio_4
VolarIntermediate,VolarProximal,Destination_6
VolarIntermediate,VolarDistal,Search_6
VolarIntermediate,RadialProximal,Recenter_6
VolarIntermediate,RadialIntermediate,Home_6
VolarIntermediate,RadialDistal,Work_6
VolarDistal,VolarProximal,CarSeatHeater_2
VolarDistal,VolarIntermediate,Heater_2
VolarDistal,RadialProximal,Air_2
VolarDistal,RadialIntermediate,SteeringHeater_2
VolarDistal,RadialDistal,AC_2
RadialProximal,VolarProximal,CallReply_1
RadialProximal,VolarIntermediate,CallingPerson_1
RadialProximal,VolarDistal,MuteMic_1
RadialProximal,RadialIntermediate,CallReject_1
RadialProximal,RadialDistal,CallAccept_1
RadialIntermediate,VolarProximal,Keyboard_5
RadialIntermediate,VolarIntermediate,ContactList_5
RadialIntermediate,VolarDistal,Send_5
RadialIntermediate,RadialProximal,SpeechToText_5
RadialIntermediate,RadialDistal,Reply_5
RadialDistal,VolarProximal,VolumeMinus_3
RadialDistal,VolarIntermediate,VolumePlus_3
RadialDistal,VolarDistal,NextSong_3
RadialDistal,RadialProximal,Play_3
RadialDistal,RadialIntermediate,Pause_3
