start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Map_6
VolarIntermediate,VolarIntermediate,TI_Music_3
VolarDistal,VolarDistal,TI_Apps_4
RadialProximal,RadialProximal,TI_Climate_2
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Search_6
VolarProximal,VolarDistal,Recenter_6
VolarProximal,RadialProximal,Home_6
VolarProximal,RadialIntermediate,Destination_6
VolarProximal,RadialDistal,Work_6
VolarIntermediate,VolarProximal,Play_3
VolarIntermediate,VolarDistal,Pause_3
VolarIntermediate,RadialProximal,NextSong_3
VolarIntermediate,RadialIntermediate,VolumeMinus_3
VolarIntermediate,RadialDistal,VolumePlus_3
VolarDistal,VolarProximal,Whatsapp_4
VolarDistal,VolarIntermediate,Radio_4
VolarDistal,RadialProximal,Podcast_4
VolarDistal,RadialIntermediate,Instagram_4
VolarDistal,RadialDistal,Spotify_4
RadialProximal,VolarProximal,CarSeatHeater_2
RadialProximal,VolarIntermediate,Heater_2
RadialProximal,VolarDistal,SteeringHeater_2
RadialProximal,RadialIntermediate,AC_2
RadialProximal,RadialDistal,Air_2
RadialIntermediate,VolarProximal,CallAccept_1
RadialIntermediate,VolarIntermediate,MuteMic_1
RadialIntermediate,VolarDistal,CallReject_1
RadialIntermediate,RadialProximal,CallReply_1
RadialIntermediate,RadialDistal,CallingPerson_1
RadialDistal,VolarProximal,Keyboard_5
RadialDistal,VolarIntermediate,Reply_5
RadialDistal,VolarDistal,SpeechToText_5
RadialDistal,RadialProximal,ContactList_5
RadialDistal,RadialIntermediate,Send_5
