start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialProximal,RadialProximal,TI_Apps_4
VolarDistal,VolarDistal,TI_Chats_5
VolarIntermediate,VolarIntermediate,TI_Climate_2
VolarProximal,VolarProximal,TI_Music_3
RadialDistal,RadialIntermediate,CallingPerson_1
RadialDistal,RadialIntermediate,CallReject_1
RadialDistal,RadialIntermediate,MuteMic_1
RadialDistal,RadialIntermediate,CallAccept_1
RadialDistal,RadialIntermediate,CallReply_1
RadialIntermediate,RadialDistal,Recenter_6
RadialIntermediate,RadialDistal,Search_6
RadialIntermediate,RadialDistal,Destination_6
RadialIntermediate,RadialDistal,Home_6
RadialIntermediate,RadialDistal,Work_6
RadialProximal,RadialDistal,Podcast_4
RadialProximal,RadialDistal,Spotify_4
RadialProximal,RadialDistal,Radio_4
RadialProximal,RadialDistal,Instagram_4
RadialProximal,RadialDistal,Whatsapp_4
VolarDistal,RadialDistal,Keyboard_5
VolarDistal,RadialDistal,Reply_5
VolarDistal,RadialDistal,Send_5
VolarDistal,RadialDistal,SpeechToText_5
VolarDistal,RadialDistal,ContactList_5
VolarIntermediate,RadialDistal,AC_2
VolarIntermediate,RadialDistal,Heater_2
VolarIntermediate,RadialDistal,CarSeatHeater_2
VolarIntermediate,RadialDistal,SteeringHeater_2
VolarIntermediate,RadialDistal,Air_2
VolarProximal,RadialDistal,NextSong_3
VolarProximal,RadialDistal,VolumeMinus_3
VolarProximal,RadialDistal,Pause_3
VolarProximal,RadialDistal,Play_3
VolarProximal,RadialDistal,VolumePlus_3
