start_region,end_region,letter_association
VolarProximal,VolarProximal,TI_Apps_4
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarDistal,VolarDistal,TI_Music_3
RadialProximal,RadialProximal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Climate_2
RadialDistal,RadialDistal,TI_Chats_5
VolarProximal,VolarIntermediate,Instagram_4
VolarProximal,VolarDistal,Radio_4
VolarProximal,RadialProximal,Podcast_4
VolarProximal,RadialIntermediate,Spotify_4
VolarProximal,RadialDistal,Whatsapp_4
VolarIntermediate,VolarProximal,Work_6
VolarIntermediate,VolarDistal,Search_6
VolarIntermediate,RadialProximal,Home_6
VolarIntermediate,RadialIntermediate,Destination_6
VolarIntermediate,RadialDistal,Recenter_6
VolarDistal,VolarProximal,Play_3
VolarDistal,VolarIntermediate,NextSong_3
VolarDistal,RadialProximal,Pause_3
VolarDistal,RadialIntermediate,VolumeMinus_3
VolarDistal,RadialDistal,VolumePlus_3
RadialProximal,VolarProximal,CallingPerson_1
RadialProximal,VolarIntermediate,MuteMic_1
RadialProximal,VolarDistal,CallReply_1
RadialProximal,RadialIntermediate,CallAccept_1
RadialProximal,RadialDistal,CallReject_1
RadialIntermediate,VolarProximal,CarSeatHeater_2
RadialIntermediate,VolarIntermediate,SteeringHeater_2
RadialIntermediate,VolarDistal,AC_2
RadialIntermediate,RadialProximal,Air_2
RadialIntermediate,RadialDistal,Heater_2
RadialDistal,VolarProximal,Send_5
RadialDistal,VolarIntermediate,ContactList_5
RadialDistal,VolarDistal,Reply_5
RadialDistal,RadialProximal,SpeechToText_5
RadialDistal,RadialIntermediate,Keyboard_5
